ds,cpu_pct_yhat,cpu_pct_yhat_lower,cpu_pct_yhat_upper,memory_pct_yhat,memory_pct_yhat_lower,memory_pct_yhat_upper,disk_pct_yhat,disk_pct_yhat_lower,disk_pct_yhat_upper,disk_read_bytes_yhat,disk_read_bytes_yhat_lower,disk_read_bytes_yhat_upper,disk_write_bytes_yhat,disk_write_bytes_yhat_lower,disk_write_bytes_yhat_upper,host
2026-08-29,6.195494651794434,5.3701324462890625,6.886812210083008,84.29906463623047,82.33503723144531,86.10149383544922,65.54441833496094,64.88451385498047,66.00556945800781,116480.4453125,106082.078125,130213.796875,10901.57421875,7748.298828125,17041.12109375,HYDUPINTAPP16
2026-08-30,1.012972354888916,0.3741886615753174,1.6980886459350586,84.4527816772461,81.81600189208984,86.79396057128906,65.51534271240234,64.7380142211914,66.06474304199219,1023.1220703125,0.0,3185.9296875,7871.0634765625,5680.6552734375,11694.828125,HYDUPINTAPP16
2026-08-31,1.004960536956787,0.3079543113708496,1.7365247011184692,84.57081604003906,81.50704193115234,87.40776062011719,65.48674011230469,64.56145477294922,66.12008666992188,839.9521484375,0.0,2412.3955078125,7847.88671875,5505.85546875,11762.5986328125,HYDUPINTAPP16
2026-09-01,0.9478931427001953,0.22920465469360352,1.6871284246444702,84.44378662109375,80.61331939697266,87.77657318115234,65.44105529785156,64.46524810791016,66.20142364501953,620.876953125,0.0,2417.7822265625,8190.2783203125,5554.8671875,13761.669921875,HYDUPINTAPP16
2026-09-02,0.9227643013000488,0.1715395450592041,1.6618212461471558,84.20669555664062,79.95714569091797,87.98091125488281,65.45262145996094,64.3420181274414,66.25858306884766,503.8505859375,0.0,2047.7626953125,8013.61328125,5545.078125,14051.40234375,HYDUPINTAPP16
2026-09-03,1.0179870128631592,0.24317598342895508,1.7664737701416016,84.20430755615234,79.5287857055664,88.33547973632812,65.44972229003906,64.21121215820312,66.37802124023438,629.5556640625,0.0,2016.4873046875,7944.0380859375,5270.5537109375,14485.5673828125,HYDUPINTAPP16
2026-09-04,0.963043212890625,0.17447876930236816,1.8002076148986816,84.27970123291016,79.00209045410156,88.647705078125,65.41520690917969,64.08007049560547,66.38200378417969,241.916015625,0.0,1872.267578125,8124.7294921875,5158.9736328125,16939.412109375,HYDUPINTAPP16
2026-09-05,6.467382431030273,5.339056015014648,7.518713474273682,84.12965393066406,78.53225708007812,89.00352478027344,65.38976287841797,63.97581100463867,66.43569946289062,118675.0546875,106210.890625,131560.734375,11941.435546875,6103.7734375,25204.322265625,HYDUPINTAPP16
2026-09-06,1.1631972789764404,0.230180025100708,2.2835516929626465,84.02290344238281,78.56857299804688,89.0707778930664,65.41377258300781,63.91615676879883,66.48677825927734,805.6630859375,0.0,3592.796875,7990.6005859375,5017.6923828125,17503.8984375,HYDUPINTAPP16
2026-09-07,1.2228248119354248,0.3265831470489502,2.292741060256958,83.96607971191406,78.56669616699219,88.95782470703125,65.38782501220703,63.842185974121094,66.53306579589844,906.833984375,0.0,2222.77734375,8070.8173828125,5071.86328125,17022.19140625,HYDUPINTAPP16
2026-09-08,1.1620171070098877,0.18735837936401367,2.283169746398926,83.86735534667969,78.10360717773438,89.12879943847656,65.4163818359375,63.69765090942383,66.57136535644531,1093.5947265625,0.0,2770.595703125,8426.716796875,5037.4306640625,19264.927734375,HYDUPINTAPP16
2026-09-09,1.0699529647827148,0.16144919395446777,2.124600887298584,83.75973510742188,77.58768463134766,89.01895141601562,65.37397003173828,63.575889587402344,66.60432434082031,863.6796875,0.0,2356.7490234375,8531.6123046875,5003.783203125,21075.7421875,HYDUPINTAPP16
2026-09-10,1.08730149269104,0.17909646034240723,2.274407386779785,83.8145751953125,77.25445556640625,89.45478057861328,65.3787841796875,63.543392181396484,66.73009490966797,780.9501953125,0.0,2522.009765625,8239.3720703125,4986.40234375,19908.8515625,HYDUPINTAPP16
2026-09-11,1.1127855777740479,0.17929840087890625,2.232640027999878,83.87832641601562,76.99014282226562,89.89183807373047,65.31214904785156,63.298343658447266,66.760009765625,456.3095703125,0.0,2118.7158203125,8408.4169921875,4802.7744140625,21291.931640625,HYDUPINTAPP16
2026-09-12,6.51999568939209,5.124468803405762,7.77736234664917,83.99388122558594,76.562255859375,90.39984130859375,65.26959991455078,63.163475036621094,66.8995590209961,119766.8125,104434.1875,133219.59375,12576.322265625,5341.986328125,30237.80859375,HYDUPINTAPP16
2026-09-13,1.206239938735962,0.07486486434936523,2.6519901752471924,84.10345458984375,76.669921875,90.62126159667969,65.24038696289062,63.10860061645508,66.94230651855469,1147.54296875,0.0,3852.658203125,8075.0078125,4350.771484375,20994.765625,HYDUPINTAPP16
2026-09-14,1.1065726280212402,0.0,2.6155624389648438,84.1631851196289,75.76074981689453,90.43881225585938,65.06871032714844,63.05780029296875,66.684326171875,767.5859375,0.0,2959.392578125,8475.25,4188.6630859375,23766.8671875,HYDUPINTAPP16
2026-09-15,1.0283377170562744,0.0,2.636221408843994,84.19112396240234,75.40338134765625,90.88533020019531,65.0320816040039,62.859134674072266,66.68665313720703,703.3662109375,0.0,3101.1220703125,8919.1630859375,4100.056640625,25792.833984375,HYDUPINTAPP16
2026-09-16,1.0420489311218262,0.0,2.666229248046875,84.24608612060547,74.9261474609375,90.95314025878906,64.97205352783203,62.727787017822266,66.71522521972656,839.2080078125,0.0,3161.3125,8979.6650390625,4147.8994140625,25121.306640625,HYDUPINTAPP16
2026-09-17,1.1173255443572998,0.0,2.781036615371704,84.1572036743164,74.60196685791016,91.2057113647461,64.90283966064453,62.602359771728516,66.75899505615234,957.763671875,0.0,3790.099609375,8843.6904296875,4241.4404296875,26022.42578125,HYDUPINTAPP16
2026-09-18,1.1051387786865234,0.0,2.805979013442993,84.17589569091797,74.3453369140625,91.37898254394531,64.895263671875,62.448646545410156,66.83221435546875,47.470703125,0.0,3007.8759765625,9407.1044921875,4127.6923828125,26775.62109375,HYDUPINTAPP16
2026-09-19,6.508867263793945,5.020033836364746,8.121536254882812,83.82279968261719,73.89190673828125,91.55304718017578,64.86161041259766,62.340843200683594,66.802001953125,115618.921875,100789.1015625,131482.8125,13476.13671875,5507.5732421875,33896.34765625,HYDUPINTAPP16
2026-09-20,1.3426119089126587,0.0,3.040374755859375,84.06844329833984,74.14167785644531,91.07942199707031,64.80862426757812,62.21936798095703,66.76860046386719,770.0859375,0.0,3966.1015625,8675.7880859375,3983.326171875,27617.1171875,HYDUPINTAPP16
2026-09-21,1.2846662998199463,0.0,3.0857667922973633,84.11173248291016,74.2309799194336,91.09261322021484,64.78260803222656,62.16790771484375,66.81222534179688,951.93359375,0.0,3709.21875,8590.5185546875,3918.57421875,27143.67578125,HYDUPINTAPP16
2026-09-22,1.2043321132659912,0.0,3.0163869857788086,83.9625473022461,74.21410369873047,91.0218505859375,64.78119659423828,62.098793029785156,66.75366973876953,1114.1318359375,0.0,3515.7783203125,9293.328125,4158.666015625,27837.47265625,HYDUPINTAPP16
2026-09-23,1.1670503616333008,0.0,2.8076987266540527,83.73042297363281,74.10530090332031,90.85977172851562,64.71971893310547,62.03257369995117,66.79197692871094,1110.1552734375,0.0,3351.60546875,9341.35546875,4118.5205078125,27802.90625,HYDUPINTAPP16
2026-09-24,1.2305760383605957,0.0,2.946460008621216,83.52377319335938,74.15723419189453,90.70171356201172,64.75846099853516,61.91195297241211,66.78398132324219,1028.9189453125,0.0,3703.134765625,9191.544921875,4165.23828125,26864.326171875,HYDUPINTAPP16
